record_id,title,service,ticket_type,indicator
SYN-04468,Help needed to adjust water leak in reception when available.,Facilities,Support Request,IND-10
SYN-04469,"Repair door at north wing, this afternoon.",Facilities,Service Request,IND-01
SYN-04470,request to review visitor entrance - north wing - today.,Security,Service Request,IND-06
SYN-04471,service needed: transfer delivery cart in main office this afternoon.,Facilities,Service Request,IND-01
SYN-04473,Help needed to deliver document box in north wing when available,Logistics,Support Request,IND-08
SYN-04474,Help needed to replace menu in main office as soon as possible,Food Services,Support Request,IND-10
SYN-04475,"Please provide support to configure the application at main office, this afternoon.",IT Support,Support Request,IND-10
SYN-04476,Service needed: monitor parking gate in reception as soon as possible.,Security,Service Request,IND-06
SYN-04477,Service needed: locate shipment in north wing as soon as possible,Logistics,Service Request,IND-03
SYN-04478,"Please diagnose the user account at reception, today.",IT Support,Service Request,IND-02
SYN-04479,Help needed to configure application in storage area today.,IT Support,Support Request,IND-10
SYN-04480,Help needed to transfer supply order in north wing before noon.,Logistics,Support Request,IND-10
SYN-04481,Request to replace office chair - north wing - today.,Equipment,Service Request,IND-07
SYN-04482,Service needed: wash spill in north wing as soon as possible.,Cleaning,Service Request,IND-05
SYN-04483,"The lighting issue at level two happened again, pls review.",Facilities,Complaint,IND-09
SYN-04485,"please configure the user account at level two, as soon as possible.",IT Support,Service Request,IND-02
SYN-04486,"please respond to the complaint at storage area, when available",Customer Support,Service Request,IND-08
SYN-04487,"update user account at storage area, before noon.",IT Support,Complaint,IND-09
SYN-04488,"Diagnose network at main office, before noon",IT Support,Service Request,IND-02
SYN-04489,Complaint: recurring issue with laptop at storage area.,IT Support,Complaint,IND-09
SYN-04490,"Restore elevator at reception, before noon.",Facilities,Service Request,IND-01
SYN-04491,request to sanitize hallway - level two - this afternoon.,Cleaning,Service Request,IND-05
SYN-04492,Service needed: authorize visitor entrance in level two today.,Security,Service Request,IND-06
SYN-04493,"Deliver menu at north wing, today.",Customer Support,Complaint,IND-09
SYN-04494,complaint: recurring issue with complaint at reception.,Customer Support,Complaint,IND-09
SYN-04495,"monitor visitor entrance at reception, this afternoon.",Security,Service Request,IND-06
SYN-04496,Request to configure user account - storage area - before noon,IT Support,Service Request,IND-02
SYN-04497,Complaint: recurring issue with power unit at north wing,Equipment,Complaint,IND-09
SYN-04498,"The laptop issue at main office happened again, please review.",IT Support,Complaint,IND-09
SYN-04499,service needed: repair elevator in storage area today.,Facilities,Service Request,IND-02
SYN-04501,"Adjust elevator at reception, as soon as possible",Facilities,Support Request,IND-10
SYN-04502,Request to review special meal - main office - this afternoon.,IT Support,Service Request,IND-02
SYN-04503,"Please repair the elevator at main office, this afternoon",Facilities,Service Request,IND-01
SYN-04504,"Please collect the supply order at north wing, this afternoon.",Logistics,Service Request,IND-03
SYN-04505,Help needed to clean meeting room in north wing this afternoon.,Cleaning,Support Request,IND-10
SYN-04506,service needed: update laptop in level two when available.,IT Support,Service Request,IND-02
SYN-04507,Request to confirm special meal - level two - as soon as possible,Food Services,Service Request,IND-04
SYN-04508,"deliver package at level two, today",Logistics,Service Request,IND-03
SYN-04510,"Schedule supply order at level two, as soon as possible.",Food Services,Complaint,IND-09
SYN-04511,"Please diagnose the printer at reception, when available.",IT Support,Service Request,IND-02
SYN-04512,request to repair door - north wing - today.,Facilities,Service Request,IND-01
SYN-04513,"Please update the laptop at storage area, when available.",IT Support,Service Request,IND-02
SYN-04514,"Please configure the application at storage area, today.",IT Support,Service Request,IND-02
SYN-04515,"please transfer the delivery cart at main office, this afternoon.",Logistics,Service Request,IND-03
SYN-04516,Service needed: configure printer in main office as soon as possible.,IT Support,Service Request,IND-02
SYN-04517,Complaint: recurring issue with window at reception.,Cleaning,Complaint,IND-09
SYN-04518,Request to clean spill - reception - as soon as possible.,Cleaning,Service Request,IND-05
SYN-04519,"Please inspect the lighting at reception, before noon.",Facilities,Service Request,IND-01
SYN-04520,Help needed to reset printer in north wing before noon.,IT Support,Support Request,IND-10
SYN-04521,Help needed to transfer supply order in level two as soon as possible.,Logistics,Support Request,IND-10
SYN-04522,help needed to restore air conditioner in reception before noon.,Facilities,Support Request,IND-10
SYN-04523,Complaint: recurring issue with lost item at reception.,Security,Complaint,IND-09
SYN-04524,"Restore air conditioner at reception, when available.",IT Support,Complaint,IND-09
SYN-04525,Help needed to reset network in level two when available.,IT Support,Support Request,IND-10
SYN-04526,"Please deliver the special meal at north wing, as soon as possible.",Food Services,Service Request,IND-04
SYN-04528,Help needed to prepare beverage station in reception today.,Food Services,Support Request,IND-01
SYN-04529,Request to verify parking gate - north wing - as soon as possible.,Security,Service Request,IND-06
SYN-04530,Service needed: repair elevator in storage area before noon.,Cleaning,Service Request,IND-05
SYN-04531,"Please prepare the meal order at main office, when available.",Food Services,Service Request,IND-04
SYN-04533,"The tool kit issue at reception happened again, please review.",IT Support,Complaint,IND-09
SYN-04534,"The beverage station issue at main office happened again, please review.",Food Services,Complaint,IND-09
SYN-04536,Request to transfer document box - level two - as soon as possible,Logistics,Service Request,IND-03
SYN-04538,"please adjust the door at level two, when available.",Facilities,Service Request,IND-01
SYN-04539,service needed: verify access badge in storage area when available.,Equipment,Service Request,IND-07
SYN-04540,request to inspect door - reception - before noon.,Facilities,Service Request,IND-01
SYN-04541,help needed to follow up appointment in level two before noon.,Customer Support,Support Request,IND-10
SYN-04542,Service needed: prepare menu in storage area before noon,Food Services,Service Request,IND-04
SYN-04543,service needed: schedule supply order in north wing before noon.,Logistics,Service Request,IND-03
SYN-04544,Help needed to remove window in main office before noon.,Cleaning,Support Request,IND-10
SYN-04545,"Please provide support to configure the laptop at reception, before noon.",IT Support,Support Request,IND-10
SYN-04546,"Inspect air conditioner at reception, today.",Facilities,Service Request,IND-01
SYN-04547,Request to deliver beverage station - level two - before noon.,Food Services,Service Request,IND-04
SYN-04548,Complaint: recurring issue with camera at north wing,Security,Complaint,IND-09
SYN-04550,Service needed: configure printer in reception this afternoon.,IT Support,Service Request,IND-02
SYN-04551,complaint: recurring issue with menu at storage area.,Food Services,Complaint,IND-09
SYN-04552,"Please inspect the lighting at storage area, when available.",Facilities,Service Request,IND-01
SYN-04553,Service needed: reset user account in level two as soon as possible.,IT Support,Service Request,IND-02
SYN-04554,"Inspect water leak at main office, today",IT Support,Service Request,IND-02
SYN-04555,Help needed to inspect tool kit in storage area as soon as possible,Equipment,Support Request,IND-10
SYN-04556,"The package issue at reception happened again, pls review.",Logistics,Complaint,IND-09
SYN-04557,Service needed: locate supply order in reception today.,Logistics,Service Request,IND-03
SYN-04558,Service needed: inspect elevator in level two this afternoon.,Facilities,Service Request,IND-01
SYN-04559,request to deliver delivery cart - reception - as soon as possible.,Logistics,Service Request,IND-03
SYN-04560,Complaint: recurring issue with lighting at main office,Facilities,Complaint,IND-09
SYN-04561,"the elevator issue at reception happened again, pls review.",Facilities,Complaint,IND-09
SYN-04562,"Please review the lost item at north wing, when available.",Security,Service Request,IND-06
SYN-04563,help needed to repair office chair in level two as soon as possible.,Equipment,Support Request,IND-10
SYN-04564,Complaint: recurring issue with camera at north wing.,Equipment,Complaint,IND-09
SYN-04565,Service needed: clean window in north wing this afternoon.,Cleaning,Service Request,IND-05
SYN-04566,request to authorize visitor entrance - reception - as soon as possible.,IT Support,Service Request,IND-02
SYN-04567,"repair water leak at storage area, today.",Facilities,Complaint,IND-09
SYN-04568,Service needed: locate delivery cart in reception today,Logistics,Service Request,IND-03
SYN-04569,service needed: replace meal order in reception before noon.,Food Services,Service Request,IND-04
SYN-04570,Service needed: check elevator in level two when available.,Facilities,Service Request,IND-01
SYN-04571,complaint: recurring issue with network at level two.,IT Support,Complaint,IND-09
SYN-04572,"Please repair the air conditioner at level two, today.",Facilities,Service Request,IND-01
SYN-04573,"Please provide support to locate the supply order at north wing, this afternoon.",Logistics,Support Request,IND-10
SYN-04574,request to reset application - storage area - as soon as possible.,Equipment,Service Request,IND-07
SYN-04575,Request to repair elevator - storage area - as soon as possible.,Facilities,Service Request,IND-01
SYN-04577,Complaint: recurring issue with tool kit at storage area.,Equipment,Complaint,IND-09
SYN-04578,"the power unit issue at north wing happened again, please review.",Logistics,Complaint,IND-09
SYN-04579,"Please provide support to remove the window at level two, as soon as possible.",Cleaning,Support Request,IND-10
SYN-04580,"Configure application at storage area, this afternoon.",IT Support,Service Request,IND-02
SYN-04581,"The shipment issue at storage area happened again, please review",Logistics,Complaint,IND-09
SYN-04582,Service needed: configure user account in level two before noon.,IT Support,Service Request,IND-02
SYN-04583,Help needed to inspect elevator in north wing as soon as possible.,Facilities,Support Request,IND-10
SYN-04584,Request to update user account - storage area - as soon as possible,IT Support,Service Request,IND-02
SYN-04586,"Please clean the window at level two, when available.",Cleaning,Service Request,IND-05
SYN-04587,Service needed: inspect spill in reception when available.,Cleaning,Service Request,IND-05
SYN-04588,"Please deliver the supply order at storage area, today.",Logistics,Service Request,IND-03
SYN-04589,"please provide support to transfer the delivery cart at main office, when available",Logistics,Support Request,IND-10
SYN-04590,Service needed: register complaint in main office as soon as possible.,Customer Support,Service Request,IND-08
SYN-04591,service needed: repair door in north wing before noon.,Facilities,Service Request,IND-01
SYN-04592,Request to monitor access badge - north wing - today.,Security,Service Request,IND-06
SYN-04593,Request to transfer shipment - main office - as soon as possible.,Logistics,Service Request,IND-03
SYN-04595,Request to remove spill - main office - as soon as possible.,Cleaning,Service Request,IND-05
SYN-04596,"Diagnose printer at level two, today.",IT Support,Service Request,IND-02
SYN-04597,"Please review the complaint at level two, today.",Customer Support,Service Request,IND-08
SYN-04599,Request to connect laptop - main office - this afternoon.,IT Support,Service Request,IND-02
SYN-04600,"The waste bin issue at north wing happened again, please review",Cleaning,Complaint,IND-09
SYN-04601,"diagnose user account at level two, when available.",IT Support,Support Request,IND-03
SYN-04602,"Confirm menu at reception, today.",Food Services,Complaint,IND-09
SYN-04606,"Please provide support to monitor the visitor entrance at main office, when available.",Security,Support Request,IND-10
SYN-04607,Service needed: transfer supply order in level two when available.,Logistics,Service Request,IND-03
SYN-04608,Request to follow up information request - level two - before noon.,Customer Support,Service Request,IND-08
SYN-04609,Request to check elevator - level two - as soon as possible.,Facilities,Service Request,IND-01
SYN-04610,"Reset printer at main office, as soon as possible.",IT Support,Service Request,IND-02
SYN-04611,"please transfer the document box at north wing, before noon.",IT Support,Service Request,IND-02
SYN-04612,Request to locate supply order - level two - as soon as possible.,Logistics,Service Request,IND-03
SYN-04613,"please provide support to update the printer at main office, as soon as possible.",IT Support,Support Request,IND-10
SYN-04614,Request to clean waste bin - north wing - as soon as possible.,Cleaning,Service Request,IND-05
SYN-04615,"Please provide support to adjust the air conditioner at level two, as soon as possible.",Facilities,Support Request,IND-10
SYN-04616,"Please clean the meeting room at main office, before noon.",Cleaning,Service Request,IND-05
SYN-04618,service needed: prepare meal order in storage area this afternoon.,Food Services,Service Request,IND-04
SYN-04620,"Repair projector at main office, as soon as possible.",Equipment,Service Request,IND-07
SYN-04621,request to review camera - north wing - as soon as possible.,Security,Service Request,IND-06
SYN-04622,"Please review the parking gate at level two, today.",Security,Service Request,IND-01
SYN-04623,"the supply order issue at reception happened again, please review.",Logistics,Complaint,IND-09
SYN-04624,Complaint: recurring issue with document box at reception,Logistics,Complaint,IND-09
SYN-04625,Complaint: recurring issue with printer at level two.,IT Support,Complaint,IND-09
SYN-04626,Help needed to check elevator in reception this afternoon.,Facilities,Support Request,IND-10
SYN-04628,help needed to monitor visitor entrance in level two this afternoon.,IT Support,Support Request,IND-10
SYN-04629,"Please provide support to confirm the meal order at level two, today.",Food Services,Support Request,IND-10
SYN-04630,"Please provide support to check the elevator at north wing, when available.",Facilities,Support Request,IND-10
SYN-04631,"review special meal at storage area, before noon.",Food Services,Complaint,IND-09
SYN-04632,"please provide support to adjust the door at storage area, this afternoon.",Facilities,Support Request,IND-10
SYN-04633,"The menu issue at main office happened again, please review.",Food Services,Complaint,IND-09
SYN-04634,"The network issue at storage area happened again, please review",IT Support,Complaint,IND-09
SYN-04636,"Please locate the supply order at reception, before noon.",Logistics,Service Request,IND-03
SYN-04638,"Please configure the network at main office, as soon as possible.",IT Support,Service Request,IND-02
SYN-04639,Help needed to follow up complaint in reception before noon.,Customer Support,Support Request,IND-05
SYN-04640,request to inspect projector - level two - when available.,Security,Service Request,IND-06
SYN-04641,"Please respond to the information request at storage area, today",Customer Support,Service Request,IND-08
SYN-04642,Service needed: review camera in level two today,Security,Service Request,IND-06
SYN-04643,"Please provide support to provide the projector at storage area, before noon.",Facilities,Support Request,IND-10
SYN-04644,Request to prepare menu - reception - before noon.,Food Services,Service Request,IND-04
SYN-04645,Service needed: locate package in north wing as soon as possible.,Logistics,Service Request,IND-03
SYN-04647,request to provide tool kit - reception - when available.,Equipment,Service Request,IND-07
SYN-04648,"Replace projector at main office, before noon.",Equipment,Service Request,IND-07
SYN-04649,Help needed to review menu in reception today.,Food Services,Support Request,IND-10
SYN-04650,Help needed to replace office chair in reception when available.,Equipment,Support Request,IND-10
SYN-04651,"Please review the complaint at north wing, before noon.",Customer Support,Service Request,IND-08
SYN-04652,Request to repair office chair - level two - when available,Equipment,Service Request,IND-07
SYN-04653,Request to inspect window - level two - today.,Cleaning,Service Request,IND-05
SYN-04654,"Please adjust the lighting at reception, today.",Facilities,Service Request,IND-01
SYN-04656,Request to confirm special meal - reception - when available.,Facilities,Service Request,IND-01
SYN-04657,"Please repair the projector at north wing, before noon",Cleaning,Service Request,IND-05
SYN-04658,Request to authorize lost item - north wing - this afternoon.,Security,Service Request,IND-06
SYN-04659,Service needed: schedule shipment in north wing before noon.,Logistics,Service Request,IND-03
SYN-04660,Service needed: adjust door in level two when available.,Facilities,Service Request,IND-01
SYN-04661,"Please deliver the supply order at storage area, when available.",Logistics,Service Request,IND-03
SYN-04662,"Please provide support to review the visitor entrance at reception, before noon.",Security,Support Request,IND-10
SYN-04663,Help needed to collect delivery cart in main office this afternoon,Logistics,Support Request,IND-10
SYN-04664,"remove spill at main office, when available.",Cleaning,Service Request,IND-05
SYN-04665,"Repair door at reception, as soon as possible.",Facilities,Service Request,IND-01
SYN-04666,"Schedule document box at main office, this afternoon.",Logistics,Complaint,IND-09
SYN-04667,"Diagnose laptop at storage area, as soon as possible.",IT Support,Service Request,IND-02
SYN-04668,Request to update printer - level two - when available.,IT Support,Service Request,IND-02
SYN-04669,Request to replace food tray - north wing - today.,Food Services,Service Request,IND-02
SYN-04670,Help needed to repair lighting in storage area when available.,Facilities,Support Request,IND-10
SYN-04671,Request to repair air conditioner - reception - before noon.,Facilities,Service Request,IND-01
SYN-04672,Request to prepare food tray - storage area - this afternoon.,Food Services,Service Request,IND-04
SYN-04673,Help needed to collect delivery cart in level two today.,Logistics,Support Request,IND-10
SYN-04674,Service needed: review appointment in main office this afternoon.,Facilities,Service Request,IND-01
SYN-04676,Service needed: collect package in north wing this afternoon.,Logistics,Service Request,IND-03
SYN-04678,Service needed: update printer in storage area this afternoon,IT Support,Service Request,IND-02
SYN-04679,Help needed to clean window in storage area before noon.,Cleaning,Support Request,IND-10
SYN-04680,Service needed: provide portable monitor in level two before noon.,Equipment,Service Request,IND-07
SYN-04681,help needed to schedule package in level two when available.,Logistics,Support Request,IND-10
SYN-04682,Request to follow up feedback - main office - as soon as possible.,IT Support,Service Request,IND-02
SYN-04683,"The waste bin issue at north wing happened again, pls review.",Cleaning,Complaint,IND-09
SYN-04684,Service needed: prepare meal order in level two today.,Food Services,Service Request,IND-04
SYN-04685,"Please restore the elevator at reception, when available.",Facilities,Service Request,IND-01
SYN-04687,request to update user account - north wing - this afternoon.,IT Support,Service Request,IND-02
SYN-04688,"Inspect power unit at main office, before noon.",Equipment,Complaint,IND-09
SYN-04689,Service needed: collect document box in main office before noon.,Logistics,Service Request,IND-03
SYN-04691,Request to check water leak - storage area - as soon as possible.,Facilities,Service Request,IND-01
SYN-04693,Request to schedule delivery cart - level two - this afternoon.,Logistics,Service Request,IND-03
SYN-04694,Complaint: recurring issue with lost item at level two.,Security,Complaint,IND-09
SYN-04695,Help needed to repair tool kit in main office this afternoon.,Equipment,Support Request,IND-10
SYN-04696,"Please monitor the visitor entrance at reception, before noon.",Security,Service Request,IND-06
SYN-04697,"The printer issue at north wing happened again, please review",IT Support,Complaint,IND-09
SYN-04698,Complaint: recurring issue with user account at level two,IT Support,Complaint,IND-09
SYN-04700,"Please wash the meeting room at level two, when available.",Cleaning,Service Request,IND-05
SYN-04701,"pls transfer the document box at reception, today.",Logistics,Service Request,IND-03
SYN-04702,request to calibrate projector - level two - before noon.,Equipment,Service Request,IND-07
SYN-04703,Request to wash spill - storage area - when available.,Cleaning,Service Request,IND-05
SYN-04704,Request to check air conditioner - level two - this afternoon.,Facilities,Service Request,IND-01
SYN-04705,"Please provide support to reset the application at level two, today.",IT Support,Support Request,IND-10
SYN-04706,Help needed to verify lost item in level two as soon as possible,Security,Support Request,IND-10
SYN-04708,Help needed to wash meeting room in main office as soon as possible.,Cleaning,Support Request,IND-10
SYN-04709,request to schedule delivery cart - reception - today.,Logistics,Service Request,IND-03
SYN-04710,Complaint: recurring issue with lighting at main office.,Facilities,Complaint,IND-09
SYN-04712,complaint: recurring issue with meeting room at level two.,Cleaning,Complaint,IND-09
SYN-04714,Service needed: adjust air conditioner in level two when available.,Facilities,Service Request,IND-01
SYN-04715,"Please replace the menu at storage area, this afternoon.",Food Services,Service Request,IND-04
SYN-04716,Service needed: collect document box in north wing as soon as possible.,Logistics,Service Request,IND-03
SYN-04717,Help needed to collect document box in main office before noon.,Logistics,Support Request,IND-10
SYN-04718,Service needed: replace beverage station in reception this afternoon.,Food Services,Service Request,IND-04
SYN-04719,Service needed: configure application in level two before noon.,Security,Service Request,IND-06
SYN-04720,"Diagnose network at reception, when available.",IT Support,Complaint,IND-09
SYN-04721,service needed: review camera in storage area before noon.,Security,Service Request,IND-04
SYN-04722,Service needed: transfer package in level two as soon as possible.,Logistics,Service Request,IND-03
SYN-04723,"wash spill at north wing, when available.",Cleaning,Service Request,IND-05
SYN-04724,Complaint: recurring issue with laptop at reception.,IT Support,Complaint,IND-09
SYN-04725,Service needed: remove hallway in north wing today.,Cleaning,Service Request,IND-05
SYN-04726,"Please verify the lost item at reception, when available.",Security,Service Request,IND-06
SYN-04727,Request to wash spill - storage area - this afternoon.,Cleaning,Service Request,IND-05
SYN-04728,"Repair portable monitor at reception, when available.",Equipment,Complaint,IND-09
SYN-04729,Help needed to sanitize spill in reception today.,Facilities,Support Request,IND-10
SYN-04730,"please check the water leak at storage area, today.",Facilities,Service Request,IND-01
SYN-04732,Complaint: recurring issue with hallway at reception.,Cleaning,Complaint,IND-09
SYN-04733,"Please provide support to inspect the air conditioner at north wing, as soon as possible.",Facilities,Support Request,IND-10
SYN-04734,"Please verify the visitor entrance at main office, as soon as possible.",Security,Service Request,IND-06
SYN-04735,Service needed: inspect air conditioner in reception when available.,Facilities,Service Request,IND-01
SYN-04736,Help needed to inspect door in storage area as soon as possible.,Facilities,Support Request,IND-10
SYN-04737,"Repair water leak at level two, as soon as possible",Facilities,Service Request,IND-01
SYN-04738,Service needed: collect supply order in north wing this afternoon.,Logistics,Service Request,IND-02
SYN-04739,Service needed: clean hallway in north wing when available.,Facilities,Service Request,IND-01
SYN-04740,"Adjust elevator at main office, when available.",Facilities,Service Request,IND-01
SYN-04741,Complaint: recurring issue with tool kit at main office.,Equipment,Complaint,IND-09
SYN-04742,"the complaint issue at reception happened again, please review.",Food Services,Complaint,IND-09
SYN-04743,service needed: inspect power unit in level two when available.,Equipment,Service Request,IND-07
SYN-04744,"pls provide support to inspect the portable monitor at reception, as soon as possible.",Equipment,Support Request,IND-10
SYN-04746,service needed: inspect power unit in level two before noon,Equipment,Service Request,IND-07
SYN-04747,Complaint: recurring issue with user account at reception.,IT Support,Complaint,IND-09
SYN-04748,Request to inspect meeting room - main office - when available.,Cleaning,Service Request,IND-05
SYN-04749,"Please wash the waste bin at reception, today.",Cleaning,Service Request,IND-05
SYN-04750,"Prepare beverage station at reception, this afternoon.",IT Support,Service Request,IND-02
SYN-04751,"The meal order issue at storage area happened again, please review",Food Services,Complaint,IND-09
SYN-04752,service needed: deliver meal order in storage area when available.,Food Services,Service Request,IND-04
SYN-04753,request to deliver menu - main office - this afternoon.,Food Services,Service Request,IND-04
SYN-04755,"please prepare the special meal at north wing, when available",Food Services,Service Request,IND-04
SYN-04756,service needed: review access badge in level two this afternoon.,Security,Service Request,IND-06
SYN-04757,"wash spill at level two, today",Cleaning,Service Request,IND-05
SYN-04758,"please schedule the delivery cart at reception, this afternoon",Logistics,Service Request,IND-03
SYN-04759,Request to reset laptop - reception - today.,IT Support,Service Request,IND-02
SYN-04760,Help needed to monitor parking gate in north wing as soon as possible.,Security,Support Request,IND-10
SYN-04761,"Replace beverage station at north wing, when available.",Food Services,Complaint,IND-09
SYN-04762,"Please provide support to inspect the elevator at north wing, this afternoon.",Facilities,Support Request,IND-10
SYN-04763,"collect document box at reception, as soon as possible",Logistics,Complaint,IND-09
SYN-04765,Request to calibrate portable monitor - main office - this afternoon.,Equipment,Service Request,IND-07
SYN-04766,"Please provide support to locate the delivery cart at level two, today.",Logistics,Support Request,IND-10
SYN-04767,"please check the lighting at level two, when available.",Facilities,Service Request,IND-01
SYN-04769,service needed: update application in reception before noon.,IT Support,Service Request,IND-02
SYN-04770,Service needed: repair lighting in north wing as soon as possible.,Facilities,Service Request,IND-01
SYN-04771,"The package issue at main office happened again, please review",Logistics,Complaint,IND-09
SYN-04772,Request to locate lost item - reception - today.,Security,Service Request,IND-06
SYN-04773,Service needed: check air conditioner in main office this afternoon.,Facilities,Service Request,IND-01
SYN-04774,Help needed to locate delivery cart in main office as soon as possible,Logistics,Support Request,IND-10
SYN-04775,Help needed to review special meal in storage area when available.,Food Services,Support Request,IND-10
SYN-04776,Help needed to inspect elevator in level two when available.,Facilities,Support Request,IND-10
SYN-04777,"Deliver document box at reception, as soon as possible.",Facilities,Complaint,IND-09
SYN-04778,"Review beverage station at main office, when available.",Food Services,Complaint,IND-03
SYN-04779,Help needed to clarify information request in north wing as soon as possible.,Customer Support,Support Request,IND-10
SYN-04781,Request to confirm special meal - north wing - when available.,Food Services,Service Request,IND-04
SYN-04782,"pls reset the application at storage area, as soon as possible.",IT Support,Service Request,IND-02
SYN-04783,Help needed to repair elevator in north wing as soon as possible.,Facilities,Support Request,IND-10
SYN-04784,Service needed: review beverage station in level two as soon as possible,Food Services,Service Request,IND-04
SYN-04785,Service needed: adjust air conditioner in north wing as soon as possible.,Facilities,Service Request,IND-04
SYN-04786,Service needed: transfer delivery cart in main office this afternoon,Logistics,Service Request,IND-03
SYN-04787,Request to inspect elevator - reception - when available.,Facilities,Service Request,IND-01
SYN-04788,"Please replace the office chair at reception, today.",Equipment,Service Request,IND-07
SYN-04789,Help needed to connect printer in main office today.,IT Support,Support Request,IND-10
SYN-04790,Service needed: repair water leak in main office today.,Facilities,Service Request,IND-01
SYN-04792,Request to sanitize hallway - north wing - before noon.,Cleaning,Service Request,IND-05
SYN-04794,Service needed: authorize lost item in level two when available.,IT Support,Service Request,IND-02
SYN-04796,"Verify visitor entrance at storage area, before noon.",Security,Service Request,IND-06
SYN-04797,Complaint: recurring issue with laptop at level two,IT Support,Complaint,IND-09
SYN-04798,request to collect shipment - reception - before noon.,Logistics,Service Request,IND-03
SYN-04799,"Please prepare the meal order at main office, today",Cleaning,Service Request,IND-05
SYN-04801,Request to update application - reception - when available.,IT Support,Service Request,IND-02
SYN-04802,service needed: update printer in storage area this afternoon.,IT Support,Service Request,IND-02
SYN-04803,"please deliver the meal order at storage area, before noon.",Food Services,Service Request,IND-04
SYN-04804,Service needed: clean spill in main office as soon as possible.,Cleaning,Service Request,IND-05
SYN-04805,Request to locate camera - reception - when available.,Security,Service Request,IND-06
SYN-04806,Help needed to remove window in main office before noon,Cleaning,Support Request,IND-10
SYN-04807,"Please register the information request at main office, today.",Logistics,Service Request,IND-03
SYN-04809,"please confirm the meal order at level two, when available",Food Services,Service Request,IND-04
SYN-04810,complaint: recurring issue with water leak at storage area,Facilities,Complaint,IND-09
SYN-04811,request to review appointment - storage area - today.,Customer Support,Service Request,IND-08
SYN-04812,"Review food tray at main office, as soon as possible.",Food Services,Support Request,IND-10
SYN-04813,"Please sanitize the waste bin at level two, before noon.",Cleaning,Service Request,IND-05
SYN-04814,"Repair water leak at main office, today.",Facilities,Service Request,IND-01
SYN-04815,"Please check the water leak at reception, as soon as possible.",Facilities,Service Request,IND-01
SYN-04816,Service needed: review information request in main office when available.,IT Support,Service Request,IND-02
SYN-04818,service needed: provide projector in main office before noon,Equipment,Service Request,IND-07
SYN-04819,Service needed: configure printer in main office as soon as possible.,Logistics,Service Request,IND-03
SYN-04820,"Please transfer the package at reception, when available.",Logistics,Service Request,IND-03
SYN-04822,"Please provide support to deliver the special meal at level two, as soon as possible",Food Services,Support Request,IND-10
SYN-04823,Help needed to update user account in storage area today.,IT Support,Support Request,IND-10
SYN-04824,Help needed to locate shipment in reception this afternoon.,Food Services,Support Request,IND-10
SYN-04826,"Please wash the meeting room at level two, before noon",Cleaning,Service Request,IND-05
SYN-04827,"please provide support to monitor the camera at reception, today",Logistics,Support Request,IND-10
SYN-04828,"Please provide support to respond to the appointment at north wing, as soon as possible.",Facilities,Support Request,IND-10
SYN-04829,"Authorize access badge at reception, before noon.",Security,Service Request,IND-06
SYN-04830,"Please provide support to repair the tool kit at reception, before noon",Cleaning,Support Request,IND-10
SYN-04831,Service needed: review information request in reception as soon as possible.,Customer Support,Service Request,IND-08
SYN-04832,"The package issue at north wing happened again, please review.",Logistics,Complaint,IND-09
SYN-04834,"Please provide support to inspect the water leak at north wing, today.",Facilities,Support Request,IND-10
SYN-04835,"Please provide support to locate the package at reception, this afternoon.",Logistics,Support Request,IND-10
SYN-04836,Request to inspect meeting room - level two - when available.,Cleaning,Service Request,IND-05
SYN-04838,"Inspect window at north wing, today.",Cleaning,Service Request,IND-05
SYN-04839,Complaint: recurring issue with portable monitor at main office.,Security,Complaint,IND-09
SYN-04840,"Please provide support to adjust the door at level two, when available.",Facilities,Support Request,IND-10
SYN-04841,service needed: deliver special meal in north wing when available.,Food Services,Service Request,IND-04
SYN-04842,"inspect lighting at north wing, this afternoon.",Facilities,Complaint,IND-09
SYN-04843,"Check lighting at north wing, when available.",Facilities,Complaint,IND-09
SYN-04844,Request to monitor access badge - storage area - today,Security,Service Request,IND-06
SYN-04845,"please reset the laptop at level two, today",IT Support,Service Request,IND-02
SYN-04846,"The delivery cart issue at reception happened again, please review.",Security,Complaint,IND-09
SYN-04847,request to replace food tray - storage area - as soon as possible.,Food Services,Service Request,IND-04
SYN-04848,"reset printer at reception, before noon.",IT Support,Service Request,IND-02
SYN-04849,Complaint: recurring issue with complaint at north wing.,Customer Support,Complaint,IND-09
SYN-04850,service needed: check door in reception as soon as possible,Facilities,Service Request,IND-01
SYN-04851,"Calibrate office chair at main office, before noon.",Equipment,Complaint,IND-09
SYN-04852,"Review appointment at level two, this afternoon.",Customer Support,Complaint,IND-09
SYN-04853,service needed: connect printer in storage area when available.,IT Support,Service Request,IND-02
SYN-04857,svc needed: provide portable monitor in storage area today.,Equipment,Service Request,IND-07
SYN-04858,Help needed to review menu in north wing when available.,Food Services,Support Request,IND-10
SYN-04859,Service needed: locate package in reception before noon.,Logistics,Service Request,IND-03
SYN-04860,"Please provide support to prepare the meal order at storage area, today.",Food Services,Support Request,IND-10
SYN-04861,"Please inspect the door at level two, this afternoon.",Facilities,Service Request,IND-01
SYN-04862,"please inspect the elevator at level two, today.",Facilities,Service Request,IND-01
SYN-04863,"Please provide support to locate the shipment at level two, today.",Logistics,Support Request,IND-10
SYN-04864,Request to prepare food tray - reception - today.,Food Services,Service Request,IND-04
